시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
부천시,예정구역,재건축,심곡본 3-2(부천극동아파트),경기도 부천시 심곡본동 566-1,29174.000,1988,6,495,,,495,,,,,,,,,,,,,,,,,,219%,,,,2018,2030,20171211,20181231,,,,,20210520,,,,,,,,,,032-625-3763,
부천시,예정구역,재건축,소사본 3-2(부천한신아파트),경기도 부천시 소사본동 277-12,40377.000,1984,9,916,,,916,,,,,,,,,,,,,,,,,,230%,,,,2018,2030,20171211,20181231,,,,,20230316,20240319,,,,,,,,,032-625-3761,
부천시,예정구역,재건축,송내 3-1(송내동신아파트),경기도 부천시 송내동 441-8,17767.000,1985,5,380,,,380,,,,,,,,,,,,,,,,,,224%,,,,2019,2030,20171211,20191231,,,,,20230321,,,,,,,,,,032-625-3761,
부천시,예정구역,재건축,"고강 3-1(고강1,2차 아파트)",경기도 부천시 고강동 246-5,19064.000,"1984, 1986",9,338,,,338,,,,,,,,,,,,,,,,,,230%,,,,2019,2030,20171211,20191231,,,,,,,,,,,,,,,032-625-3762,
부천시,예정구역,재건축,원종 3-3(동진아파트),경기도 부천시 원종동 180-3,12177.000,1987,3,250,,,250,,,,,,,,,,,,,,,,,,230%,,,,2020,2030,20171211,20201231,,,,,20230605,,,,,,,,,,032-625-3761,
부천시,예정구역,재건축,소사본 3-1(성지아파트),경기도 부천시 소사본동 91-68,9435.000,1988,3,264,,,264,,,,,,,,,,,,,,,,,,280%,,,,2020,2030,20171211,20201231,,,,,,,,,,,,,,,032-625-3761,
부천시,예정구역,재건축,약대 3-1(약대현대아파트),경기도 부천시 약대동 169-6,15363.000,1988,7,290,,,290,,,,,,,,,,,,,,,,,,230%,,,,2020,2030,20171211,20201231,,,,,20241125,,,,,,,,,,032-625-3763,
부천시,예정구역,재건축,송내 3-2(현대아파트),경기도 부천시 송내동 450-1,22373.000,1988,6,717,,,717,,,,,,,,,,,,,,,,,,230%,,,,2020,2030,20171211,20201231,,,,,20230417,,,,,,,,,,032-625-3761,
부천시,예정구역,재건축,원종 3-1(원종주공아파트),경기도 부천시 원종동 129-19,25419.000,1988,13,490,,,490,,,,,,,,,,,,,,,,,,230%,,,,2020,2030,20171211,20201231,,,,,20230316,20241217,,,,,,,,,032-625-3763,
부천시,예정구역,재건축,괴안3-4(염광아파트),경기도 부천시 괴안동 164-6,16698.000,1989,3,382,,,382,,,,,,,,,,,,,,,,,,230%,,,,2021,2030,20171211,20211231,,,,,20240207,20240228,,,,,,,,,032-625-3762,
부천시,예정구역,재건축,고강 3-2(미도아파트),경기도 부천시 고강동 327-7,14690.000,1989,6,340,,,340,,,,,,,,,,,,,,,,,,230%,,,,2021,2030,20171211,20211231,,,,,,,,,,,,,,,032-625-3762,
부천시,예정구역,재건축,괴안 3-5(삼익세라믹아파트),경기도 부천시 괴안동 204-16,35064.000,1989,10,781,,,781,,,,,,,,,,,,,,,,,,230%,,,,2021,2030,20171211,20211231,,,,,20241018,,,,,,,,,,032-625-3762,
부천시,예정구역,재건축,원종 3-2(동문1차아파트),경기도 부천시 원종동 70-1,17591.000,1990,6,280,,,280,,,,,,,,,,,,,,,,,,230%,,,,2022,2030,20171211,20221231,,,,,20220427,20240320,,,,,,,,,032-625-3761,
부천시,예정구역,재건축,괴안 3-3(삼익3차 아파트),경기도 부천시 괴안동 204-1,35434.000,1992,11,682,,,682,,,,,,,,,,,,,,,,,,230%,,,,2023,2030,20171211,20231231,,,,,20230601,20240715,,,,,,,,,032-625-3762,
부천시,정비구역,재건축,괴안 3-6(괴안대진아파트),경기도 부천시 괴안동 171-6,14203.000,1987,6,290,,,290,,,,,,,,,,,,,,,,,,230%,,,,2018,2030,20171211,20181231,,,,,20210226,20220315,,,,,,,,,032-625-3762,
부천시,정비구역,재건축,괴안 3-7(거산아파트),경기도 부천시 괴안동 171-8,13418.000,1992,7,260,,,260,,,,,,,,,,,,,,,,,,230%,,,,2023,2030,20171211,20231231,,,,,20230302,20240715,,,,,,,,,032-625-3761,
부천시,정비구역,재개발,심곡3-1,경기도 부천시 심곡동 194,4413.000,1967,1,99,,,99,,,334.00,334,,,334,,,,,,,,,,103%,993%,80,,,2020,2030,20171211,20191125,,,,,,,,,,,,,,,032-625-3751,
부천시,추진위원회,재개발,심곡본동 제1,경기도 부천시 심곡본동 804,19658.000,평균 1989,81,155,21,50,11,3,70,412.00,155,224,33,379,15,123,241,,,33,33,,,113%,253%,152,,미정,,,,20241202,,,,,,,,,,,,,,,032-625-3753,
부천시,추진위원회,재건축,역곡1-2,경기도 부천시 역곡동 75-3,16940.000,1983,17,315,,275,40,,,441.00,441,,,441,,,,,,,,,,129%,250%,399,,추진위,2006,,20060918,20061231,,,,,,20110512,,,,,,,,,032-625-3761,
부천시,사업시행,재건축,성곡2-1,경기도 부천시 원종동 352,17396.000,1983,8,296,6,290,,,,413.00,413,,,413,,,,,,,,,,200%,230%,296,296,조합,,,20140225,20150101,,,,20230824,20030403,20151213,,,,,,,,,032-625-3761,
부천시,사업시행,재개발,도당1-1,경기도 부천시 도당동 266-4,137023.000,평균1983,559,2567,,1367,700,500,,2394.00,2202,,192,2202,,707,1257,233,5,192,66,126,,109%,270%,1121,885,조합,2006,,20060918,20061231,,20250224,,20100719,,,,,,,,,,,032-625-3752,
부천시,사업시행,재개발,소사1-1,경기도 부천시 소사동 8-5,25881.000,평균1983,122,551,,241,247,63,,748.00,298,390,60,688,58,439,191,,,60,60,,,100~200%,317%,306,287,조합,2006,,20060918,,,20180219,,20140630,,,,,,,,,,,032-625-3753,
부천시,관리처분,재개발,소사3,경기도 부천시 소사동 48-21,76072.000,평균 1982,547,1555,,1555,,,,1649.00,532,985,132,1517,,595,922,,,132,132,,,100~200%,288%,529,529,조합,2011,2026,20030328,20061231,,20240520,,20200806,,,,,20220615,,,,,,032-625-3752,
부천시,관리처분,재개발,소사본1-1,경기도 부천시 소사본동 88-39,45408.000,평균 1983,285,603,,603,,,,1728.00,498,1086,144,1584,,,1584,,,144,144,,,100~200%,762%,498,406,조합,2011,2030,20060918,20061231,,20240902,,20220427,,,,,20240205,,,,,,032-625-3751,
부천시,착공,재개발,괴안3D,경기도 부천시 괴안동 201,38324.000,평균 1982,227,590,,590,,,,759.00,477,197,85,674,,538,136,,,85,46,39,,100~200%,274%,431,431,조합,2009,2028,20090501,,,20181029,,20181107,,,,,20191111,20241218,,,,,032-625-3753,
부천시,착공,재건축,송내1-1,경기도 부천시 송내동 338,42612.000,1984,36,885,66,349,469,1,,1045.00,812,233,,1045,,828,210,7,,225,,,,135%,268%,822,807,조합,2006,,20060918,20081231,,20180903,,20200706,,20111219,,,20211110,20240119,,,,,032-625-3763,
부천시,준공,재개발,계수.범박,경기도 부천시 계수동 1-6,296082.000,1990,743,1077,58,750,269,,,3724.00,968,2567,189,3535,51,1719,1765,,,189,189,,,100~200%,239%,1167,921,조합,2006,2023,20060918,20061231,,20230428,,20170131,,,,,20180502,20180827,20180828,20240115,20240304,,032-625-3751,
부천시,준공,재개발,약대1,경기도 부천시 약대동 216,42275.000,1950,77,195,195,,,,,620.00,110,404,106,514,,80,312,122,,106,54,52,,24%,250%,110,110,조합,2005,2012,20030328,,,20100531,,20070402,,,,,20071231,20081031,20081103,20111026,20120709,,032-625-3753,
부천시,준공,재건축,괴안1-6,경기도 부천시 괴안동 203-2,42952.000,1984,17,770,,326,384,60,,921.00,694,227,,921,,557,364,,,,,,,124%,250%,761,694,조합,2006,2020,20060918,,,20160620,,20140922,,20030809,,,20161209,20170803,20180124,20200422,20200727,,032-625-3761,
부천시,준공,재건축,심곡본1-1,경기도 부천시 심곡본동 801,15356.000,1985,6,220,,118,102,,,354.00,212,142,,354,,171,183,,,,,,,91%,248%,221,212,조합,2006,2020,20060918,,,,,20150320,,20100412,,,20151022,20160622,20160624,20180920,20181224,,032-625-3761,
부천시,준공,재건축,약대주공,경기도 부천시 약대동 181,101986.000,1985,40,1040,,1040,,,,1613.00,1040,423,150,1463,,207,713,250,293,150,,150,,85%,250%,1040,1031,조합,2003,2015,,,,,,20070910,20030925,20040216,,,20080125,20100318,20111007,20170731,20171127,,032-625-3761,
부천시,준공,재건축,삼경아파트,경기도 부천시 원종동 144,20108.000,1984,9,363,,363,,,,403.00,341,54,8,395,,84,187,124,,8,,3,5,154%,215%,363,363,조합,2003,2010,,,,,,20071023,20030604,20030922,,,20080716,20081125,20101121,20101130,20110201,,032-625-3761,
부천시,준공,재건축,동원아파트,경기도 부천시 송내동 463-3,20736.000,1985,7,323,,323,,,,371.00,351,,20,351,,,351,,,20,20,,,103%,202%,323,323,조합,2006,2008,,,,,,20050517,20020619,20021119,,,20051226,20060427,20080327,20080717,20081010,,032-625-3761,
부천시,준공,재건축,중동주공,"경기도 부천시 중동 884외3 (현, 1288,1289)",159919.000,1982,60,2560,,2560,,,,3090.00,2817,,273,2817,,,2817,,,273,273,,,71%,244%,2560,2183,조합,2004,2008,,,,,,20040715,,19990501,,,20050512,20051125,20080418,20081212,20090727,,032-625-3761,
부천시,준공,재건축,백동단지,경기도 부천시 소사본동 157-1 외 99,13517.000,1983,2,99,,99,,,,226.00,196,,30,196,,,196,,,30,30,,,73%,200%,99,76,조합,2006,2009,,,,,,20060609,20040226,20040614,,,20060922,20080201,20100408,20120529,20121008,,032-625-3761,
부천시,청산,재개발,송내1-2,경기도 부천시 송내동 427-32,40431.000,1990,165,671,,,297,361,13,831.00,268,496,67,764,,407,354,3,,67,67,,,100~200%,263%,310,268,조합,2006,2021,20060918,,,20180716,,20100308,,,,,20160509,20181127,20181128,20210827,20211017,,032-625-3753,
부천시,청산,재개발,약대2,경기도 부천시 약대동 204,71669.000,1935,167,520,520,,,,,1373.00,208,955,210,1163,,,156,768,239,210,,126,84,95%,250%,208,208,조합,2005,2012,20030328,,,,,20070402,,,,,20071231,20081031,20081103,20111026,20120416,,032-625-3753,
부천시,청산,재개발,중동1-1,경기도 부천시 중동 780,16143.000,1990,85,114,,,114,,,339.00,71,240,28,311,,103,208,,,28,11,17,,100~200%,280%,113,71,조합,2006,2020,20060918,,,20160523,,20101101,,,,,20151230,20170330,20170405,20191127,20200224,,032-625-3753,
성남시,정비구역,재개발,태평3,경기도 성남시 수정구 태평동 4580,124989.000,1980~2000,1241,3646,3646,,,,,2778.00,2310,,468,2310,,,,,,468,,,,100~200%,265%,1340,,LH,2023,2032,20190527,20221231,20230220,20230220,,,,,,,,,,,,,031-729-4422,
성남시,예정구역,재건축,삼익상대원아파트,경기도 성남시 중원구 상대원동 152-3,6067.000,1991,2,264,264,,,,,,,,,,,,,,,,,,,,250%,264,,,,,20190527,20221231,,,,,20240919,20250404,,,,,,,,,031-729-4163,
성남시,준공,주거환경개선,단대동,경기도 성남시 산성대로 383번길 14(단대동 177),49265.000,1990,120,746,746,,,,,,,,,,,,,,,,,,,210%,,513,,市,2015,2018,20150622,,20150622,20150622,,,,,20170123,,,20161227,,20181224,,,031-729-4902,
성남시,청산,재건축,삼남아파트,경기도 성남시 중원구 중앙동 578,20124.000,1985,7,235,,,235,,,356.00,181,175,,356,,,356,,,,,,,112%,233%,234,182,조합,2007,2012,,,,20060116,20100122,,,,20070625,,20080229,20090313,,20120927,20120813,,031-729-4163,
성남시,준공,재건축,신흥(신흥주공+통보8차),경기도 성남시 수정구 신흥동 6951,181292.000,1986,27,2406,,,1008,1398,,4089.00,2384,1705,,4089,,564,3425,100,,,,,,134%,249%,2353,2353,조합,2011,2020,20120130,,20111230,20111230,20111230,20120409,,20030627,20150724,,20160816,20170818,20170824,20200730,20201130,,031-729-4443,
성남시,준공,재건축,금광3,경기도 성남시 중원구 금광동 2600,21709.000,1985,95,638,,,638,,,711.00,438,273,,711,104,561,46,,,,,,,150%,265%,454,438,조합,2013,2021,20120130,20111231,20130927,20130927,20150803,20131219,,,20160608,,20161229,20180807,20180815,20210217,20210524,,031-729-4163,
성남시,준공,재개발,금광1,경기도 성남시 중원구 금광동 34,233192.000,1970,1950,7499,4649,1725,750,225,150,5320.00,2073,2339,908,4412,,2409,2003,,,908,311,597,,150%,264%,2015,,LH,2008,2023,20061130,,,20081126,20221011,,,,20091204,,20161107,20190610,20190521,20230630,20231030,,031-729-4433,
성남시,준공,재개발,중1,경기도 성남시 중원구 중앙동 2979,108062.000,1965,1131,3715,2304,854,372,111,74,2411.00,984,1015,412,1999,,976,1023,,,412,140,272,,150%,260%,998,,LH,2008,2023,20061130,,,20081126,20220905,,,,20091204,,20161107,20190822,20190521,20220920,20230522,,031-729-4433,
성남시,준공,재개발,신흥2,경기도 성남시 수정구 신흥동 1132,210291.000,1971,1772,6488,4022,1492,649,195,130,4774.00,2225,1737,812,3962,,1944,2018,,,812,452,360,,150%,263%,2022,,LH,2008,2023,20061130,,,20081126,20190902,,,,20091204,,20170626,20200508,20200811,20241030,,,031-729-4424,
성남시,착공,재개발,도환중1,경기도 성남시 중원구 중앙동 912,67234.000,1985,624,1345,848,316,121,36,24,1972.00,653,1319,,1972,,1176,144,652,0,,,,,300%,400%,671,591,조합,2006,2023,20061130,20081231,20090729,20100831,20180910,20110112,,,20190325,,20210204,20240115,20240913,,,,031-729-4432,
성남시,착공,재개발,산성,경기도 성남시 수정구 산성동 1336,152821.000,1986,1516,4499,2789,1035,450,135,90,3487.00,1842,1224,421,3066,,1727,1200,139,,421,421,,,100~200%,265%,2079,1658,조합,2014,2027,20061130,20111231,20131216,20140411,20240701,20141103,,,20190415,,20200907,20240424,20240621,,,,031-729-4423,
성남시,조합설립,재개발,도환중2,경기도 성남시 중원구 중앙동 196,39346.000,1986,268,713,443,164,71,21,14,1123.00,1123,,,1123,,455,668,,,,,,,100~300%,800%,372,,조합,2006,2030,20061130,20111231,20140619,20151111,,20160629,,,,,,,,,,,031-729-4434,
성남시,관리처분,재개발,상대원2,경기도 성남시 중원구 상대원동 3910,242045.000,1986,2092,6075,3768,1397,606,182,122,5090.00,2388,2082,620,4470,371,2051,1624,424,,620,410,210,,100~200%,265%,2319,2270,조합,2014,2028,20061130,20111231,20131104,20140224,20190805,20140613,,,20200113,,20211231,,,,,,031-729-4433,
성남시,관리처분,재건축,성지?궁전아파트,경기도 성남시 중원구 상대원동 195-5,26584.000,1987,15,709,,,709,,,836.00,711,125,,836,,728,108,,,,,,,131%,275%,699,682,조합,2015,,20120130,20151231,20140128,20150309,20150309,20170126,20060823,20130705,20230515,,20241230,,,,,,031-729-4162,
성남시,사업시행,재건축,은행주공아파트,경기도 성남시 중원구 은행동 550,151813.000,1987,74,2111,,2111,,,,3198.00,2101,1097,,3198,191,895,1986,126,,,,,,114%,250%,2111,2198,조합,2017,,20120130,20151231,20160225,20170811,20210610,20171101,20060904,20160126,20220729,,,,,,,,031-729-4162,
성남시,사업시행,재개발,수진1,경기도 성남시 수정구 수진동 963,261831.000,1980~2000,2377,6544,6544,,,,,4844.00,3962,,882,3962,444,965,2045,508,,882,539,343,,100~200%,265%,2647,,LH,2020,2030,20190527,20201231,20201231,20201231,20231226,,,,,20241227,,,,,,,031-729-4422,
성남시,정비구역,재개발,상대원3,경기도 성남시 중원구 상대원동 2780,427629.000,1980~2000,2573,10486,10486,,,,,8792.00,7267,,1525,7267,,,,,,1525,,,,100~200%,250%,4750,,,2024,2034,20190527,20221231,20241227,20241227,,,,,,,,,,,,,031-729-4432,
성남시,예정구역,재건축,은행동현대아파트,경기도 성남시 중원구 은행동 1932-6,59829.000,1995,14,1258,,,,,,,,,,,,,,,,,,,,,250%,1258,,,,,20240819,,,,,,20241127,,,,,,,,,,031-729-4162,
성남시,예정구역,재건축,미도아파트,경기도 성남시 수정구 단대동 182,10913.000,1982,3,280,280,,,,,,,,,,,,,,,,,,,203%,250%,286,,,,,20061130,20201231,,,,,20231027,20240902,,,,,,,,,031-729-4442,
성남시,예정구역,재건축,선경상대원2차아파트,경기도 성남시 중원구 상대원동 279-1,83823.000,1994,19,2510,2510,,,,,,,,,,,,,,,,,,,,250%,2510,,,,,20190527,20281231,,,,,,,,,,,,,,,031-729-4162,
성남시,예정구역,재건축,청구아파트,경기도 성남시 수정구 신흥동 2464-1,17942.000,1994,3,493,493,,,,,,,,,,,,,,,,,,,,250%,493,,,,,20190527,20281231,,,,,,,,,,,,,,,031-729-4442,
성남시,예정구역,재건축,일성아파트,경기도 성남시 중원구 상대원동 178-6,8024.000,1993,1,270,270,,,,,,,,,,,,,,,,,,,,250%,270,,,,,20190527,20261231,,,,,,,,,,,,,,,031-729-4162,
성남시,예정구역,재건축,시영(황송마을)아파트,경기도 성남시 중원구 금광동 2450-1,34220.000,1993,11,990,990,,,,,,,,,,,,,,,,,,,,250%,990,,,,,20190527,20261231,,,,,20250218,,,,,,,,,,031-729-4162,
성남시,예정구역,재건축,두산아파트,경기도 성남시 수정구 신흥동 2024,21590.000,1993,6,570,570,,,,,,,,,,,,,,,,,,,,250%,570,,,,,20190527,20261231,,,,,,,,,,,,,,,031-729-4443,
성남시,예정구역,재건축,성남동현대아파트,경기도 성남시 중원구 성남동 3120,9741.000,1992,2,375,375,,,,,,,,,,,,,,,,,,,,250%,375,,,,,20190527,20241231,,,,,20230922,20240902,,,,,,,,,031-729-4442,
성남시,예정구역,재건축,삼익금광아파트,경기도 성남시 중원구 금광동 3950,12251.000,1991,4,498,498,,,,,,,,,,,,,,,,,,,,250%,498,,,,,20190527,20221231,,,,,20220630,,,,,,,,,,031-729-4162,
성남시,예정구역,재건축,한신아파트,경기도 성남시 수정구 신흥동 2463-1,22374.000,1990,5,585,585,,,,,,,,,,,,,,,,,,,,250%,585,,,,,20190527,20201231,,,,,20231020,,,,,,,,,,031-729-4443,
성남시,예정구역,재건축,선경논골아파트,경기도 성남시 수정구 단대동 6,8533.000,1991,3,426,426,,,,,,,,,,,,,,,,,,,,250%,426,,,,,20190527,20221231,,,,,,,,,,,,,,,031-729-4443,
성남시,준공,주거환경개선,은행2지구,경기도 성남시 은행2동 1342,183209.000,1980~2000,1082,7669,,,7669,,,,,,,,,,,,,,,,,350~400%,210%,2973,,市+LH,2006,2015,20061130,,,20071029,20151130,,,,20090615,,,20120719,,20151130,,,031-729-4902,
성남시,정비구역,재개발,신흥1,경기도 성남시 수정구 신흥동 4900,196693.000,1980~2000,1985,5709,5709,,,,,4148.00,,,710,3438,,,,,,710,,,,100~200%,265%,2220,,LH,2020,2030,20190527,20201231,20201231,20201231,,,,,,,,,,,,,031-729-4424,
성남시,준공,주거환경개선,태평2,경기도 성남시 수정구 남문로 69번길 11,46786.000,1980~2000,421,1219,,,1219,,,,,,,,,,,,,,,,,210%,,479,,市,2014,2021,20170329,20170327,20170327,20170327,20211220,,,,20200217,,,20200323,,20211227,,,031-729-4902,
성남시,준공,주거환경개선,태평4,경기도 성남시 수정구 남문로 135번길 11,48852.000,1980~2000,499,499,,,499,,,,,,,,,,,,,,,,,210%,,523,,市,2014,2021,20170329,20170329,20170329,20170329,20211122,,,,20200217,,,20200327,,20211129,,,031-729-4902,
성남시,준공,주거환경개선,수진2,경기도 성남시 수정구 수정로88번길 18,35214.000,1980~2000,330,905,,,905,,,,,,,,,,,,,,,,,210%,,330,,市,2015,2021,20170327,20170327,20170327,20170327,20211122,,,,20191230,,,20191220,,20211129,,,031-729-4902,
성남시,준공,재개발,단대,경기도 성남시 수정구 단대동 108-6,75063.000,1985,516,1897,1176,436,190,57,38,1228.00,1015,,213,1015,,297,479,239,,213,127,86,,140%,225%,680,,LH,2002,2023,20061130,,,20051107,20110704,,,,20070921,,20080609,20090728,20111118,20131129,20160502,,031-729-4424,
성남시,준공,재개발,중3,경기도 성남시 중원구 중동 1500,40239.000,1970,282,898,556,207,90,27,18,672.00,323,222,127,545,,187,288,70,,127,62,65,,150%,239%,330,,LH,2003,2023,20061130,,,20060106,20110704,,,,20070313,,20080229,20090808,20111028,20131231,20160502,,031-729-4433,
성남시,준공,재건축,건우아파트,경기도 성남시 수정구 태평동 7346,17915.000,1987,7,470,,320,150,,,503.00,307,196,,503,,,420,83,,,,,,156%,249%,305,305,조합,2010,2018,20061130,20101231,20090801,20100428,20130422,20120419,,20021230,20120517,,20150903,20160511,20160603,20181012,20190128,,031-729-4442,
성남시,준공,재건축,삼창아파트,경기도 성남시 중원구 중앙동 3748-1,41139.000,1985,3,544,,,544,,,751.00,441,310,,751,,,751,,,,,,,114%,244%,547,443,조합,2007,2012,,,,20060116,20101022,,,,20070807,,20080331,20090820,,20121214,20140707,,031-729-4163,
성남시,준공,주거환경개선,산성2지구,경기도 성남시 산성동 513,29560.000,1970~2000,221,712,,,712,,,,,,,,,,,,,,,,,290%,210%,238,,市,2004,2008,,,,20030630,20060628,,,,20040629,,,20040601,,20080421,,,031-729-4902,
성남시,정비구역,재개발,신흥3,경기도 성남시 수정구 신흥동 2890,153218.000,1980~2000,1398,4625,4625,,,,,3395.00,2760,,635,2760,,,,,,635,,,,100~200%,265%,1630,,LH,2023,2033,20190527,20221231,20230220,20230220,,,,,,,,,,,,,031-729-4423,
수원시,준공,재건축,매탄주공2단지아파트,경기도 수원시 영통구 원천동 63,190493.000,1982,70,2820,,2820,,,,3391.00,2836,555,,3391,,687,1748,956,,,,,,87%,249%,2918,2595,조합,2002,2008,,,,20041224,,,,20010115,20041231,,20050426,20050516,20050603,20080509,20100727,,031-5191-3414,
수원시,준공,재개발,115-1,경기도 수원시 영통구 원천동 62,11501.000,1978~2005,59,145,7,44,72,15,7,198.00,45,153,,198,,54,144,,,,,,,200%,220%,79,79,조합,2006,2014,20060914,20090313,20090313,20090313,20111104,20061108,,,20101125,,20111026,20120627,20120628,20140627,20140929,,031-5191-3483,
수원시,준공,주거환경개선,115-2구역,경기도 수원시 영통구 원천동 61,361976.000,1900~1980,1397,5822,2304,2664,714,110,30,4871.00,2675,797,1399,3472,,652,2820,,,1399,500,614,285,250%,187%,3534,,LH,2006,2021,20060914,,,20061226,20080923,,,,20081127,,,20190117,20190312,20230703,,,031-5191-3499,
수원시,준공,재건축,111-5구역,경기도 수원시 영통구 원천동 60,53074.000,1983,100,941,,941,,,,1130.00,741,389,,1130,,676,454,,,,,,,220%,249%,765,710,조합,2006,,20060914,20081231,20110908,20120127,20200217,20070104,,20100528,20180523,,20190307,20200512,20200618,20231214,20240328,,031-5191-3414,
수원시,준공,재개발,111-4,경기도 수원시 영통구 원천동 59,35739.000,1972~2005,135,406,20,122,203,41,20,666.00,144,475,47,619,67,152,400,,,47,47,,,200%,228%,259,138,조합,2006,2022,20060914,20090120,20090120,20090120,20190822,20061121,,,20150723,,20170321,20191122,20200409,20220527,20230215,,031-5191-2417,
수원시,준공,재개발,115-6,경기도 수원시 영통구 원천동 58,139295.000,1978~2005,584,1672,84,505,841,158,84,2586.00,854,1550,182,2404,52,904,1420,28,,182,114,68,,200%,224%,1075,760,조합,2006,2023,20060914,20090525,20090525,20090525,20181107,20070108,,,20151231,,20170802,20191212,20191213,20230210,20230525,,031-5191-3637,
수원시,준공,재개발,115-8,경기도 수원시 영통구 원천동 57,223011.000,1978~2005,855,2830,142,849,1414,283,142,3603.00,1687,1795,121,3482,,1308,1996,178,,121,121,,,200%,222%,1877,1495,조합,2006,2022,20060914,20100726,20100726,20100726,20190813,20080708,,,20160629,,20170825,20191230,20200218,20230412,20230907,,031-5191-3483,
수원시,준공,주거환경개선,113-7구역(평동지구),경기도 수원시 영통구 원천동 56,153215.000,1900~1980,363,916,916,,,,,,,,,,,,,,,,,,,250%,,423,,市,2019,2022,20060914,20100726,,20061211,20210528,,,,,,,,,20220918,,,031-5191-3499,
수원시,준공,재개발,115-9,경기도 수원시 영통구 원천동 55,171786.000,1978~2005,696,2061,103,618,1031,206,103,3432.00,1026,2165,241,3191,343,1142,1619,87,,241,241,,,200%,245%,1328,957,조합,2006,2023,20060914,20090710,20090710,20090710,20190911,20061121,,,20151211,,20170323,20200618,20200619,20241014,20241219,,031-5191-3483,
수원시,준공,재개발,113-12,경기도 수원시 영통구 원천동 54,44759.000,1978~2005,101,518,26,155,259,52,26,930.00,150,713,67,863,4,396,463,,,67,67,,,200%,229%,167,126,조합,2006,2022,20060914,20090520,20090520,20090520,20170501,20061215,,,20171205,,20181017,20191212,20200309,20250513,20250828,,031-5191-3637,
수원시,착공,재개발,111-1,경기도 수원시 영통구 원천동 53,138401.000,1950~2005,441,1660,70,422,703,141,70,2607.00,815,1608,184,2423,,1323,992,108,,184,184,,,200%,230%,930,744,조합,2006,2024,20060914,20090421,20090421,20090421,20190822,20061108,,,20150519,,20180410,20210226,20210226,,,,031-5191-2417,
수원시,착공,재개발,113-6,경기도 수원시 영통구 원천동 52,126336.000,1978~2005,494,1819,69,413,689,138,69,2178.00,791,1231,156,2022,,619,1319,84,0,156,156,,,200%,229%,983,709,조합,2006,,20060914,20090112,20090112,20090112,20160825,20070122,,,20120618,,20180608,20231206,20231213,,,,031-5191-2417,
수원시,착공,재개발,115-10,경기도 수원시 영통구 원천동 51,83207.000,1984~2005,369,1018,51,305,509,102,51,1154.00,502,593,59,1095,,193,762,109,31,59,59,,,200%,195%,574,337,조합,2006,,20060914,20100531,20100531,20100601,20190104,20061228,,,20170309,,20180620,20230127,20230202,,,,031-5191-3637,
수원시,관리처분,재개발,111-3,경기도 수원시 영통구 원천동 50,28863.000,1942-2006,108,395,18,107,176,36,18,556.00,219,275,62,494,,327,167,,,62,62,,,200%,200%,217,185,조합,2006,,20060914,20090703,20090703,20090703,20111005,20061108,,,20210325,,20230509,,,,,,031-5191-3483,
수원시,관리처분,재개발,115-3,경기도 수원시 영통구 원천동 49,63233.000,1978~2005,231,980,29,120,177,96,121,1171.00,636,451,84,1087,,602,455,30,,84,36,48,,200%,223%,580,541,조합,2006,,20060914,20090313,20090313,20090313,20170830,20061108,,,20110908,,20230602,,,,,,031-5191-3637,
수원시,관리처분,재건축,115-12구역,경기도 수원시 영통구 원천동 48,44549.000,1983,12,1185,,423,546,216,,1305.00,1008,297,,1305,,1077,228,,,,,,,184%,250%,1165,1004,조합,2006,2025,20060914,20090421,20120521,20121019,,20091215,,20110531,20200807,,20230802,,,,,,031-5191-3397,
수원시,관리처분,재건축,"영통 2구역(매탄주공 4,5단지)",경기도 수원시 영통구 원천동 47,222842.000,1985,65,2440,,1164,132,1008,136,4002.00,2434,1568,,3642,,150,2561,908,23,,,,,"73%, 127%",260%,2420,2376,조합,2016,2025,20120926,20090112,20151231,20151216,,20161031,20130215,20130802,20210503,,20220729,,,,,,031-5191-3414,
